case_name,large_nsd_12,large_nsd_10,large_nsd_11,large_nsd_13,large_nsd_17,small_nsd_8,small_nsd_2,small_nsd_3,small_nsd_5,small_nsd_7,vessel_cldice_1,vessel_cldice_9,vessel_cldice_15,vessel_cldice_20,vessel_cldice_21,nonpdac_nsd_24,nonpdac_nsd_25,pdac_nsd_23,tubular_cldice_6,tubular_cldice_16
BDMAP_O0000049,90.24578820300546,93.47398384193562,92.82564146150285,30.24679764096015,97.77777777777777,80.3518837253777,38.39441535776614,17.019319227230913,1.3055641902393533,70.0027869816988,91.37085607233037,80.73878627968338,nan,nan,nan,nan,nan,19.900497512437813,56.91673580839959,36.11395693590289
BDMAP_O0000258,99.3010667521222,87.30605479875713,97.40575703212745,78.39530031680191,86.74865914555207,nan,91.29011132940406,85.84905660377358,52.82496369592382,85.75267400811424,100.0,96.80851063829788,76.15384615384616,49.244736636143074,30.303030303030305,nan,nan,1.7467248908296946,44.86617860342634,38.44290710820883
BDMAP_O0000259,99.31076619733517,88.67746712740654,98.06271796177359,79.2911444421615,91.30146292141931,58.80184331797235,0.0,35.230352303523034,24.188129899216122,91.27177596765563,100.0,100.0,79.12087912087912,60.31641397495056,55.42725173210161,nan,nan,nan,44.342281979201964,38.04776818822777
BDMAP_O0000021,99.24684438713508,96.33287842242461,98.5317679114998,76.60027188368107,99.66442953020133,30.641821946169774,40.712468193384225,82.52711310036152,46.78004812594314,29.56610896211027,92.12328767123287,99.80430528375733,42.26415094339623,71.59161651794977,58.03413772807534,nan,nan,52.87009063444109,33.560515230590696,4.601037862130304
BDMAP_O0000058,93.82441071329687,95.9250484232921,98.69304483749993,90.18406054566054,66.34579144758386,91.65519829851121,85.41988152720394,64.79387085005473,72.3002184714374,96.73790776152981,100.0,94.24083769633509,91.45418884841692,52.50154416306363,42.64705882352941,nan,nan,nan,73.1850369358098,54.037100344733304
BDMAP_O0000059,88.15198618307426,95.66233440718325,97.6712588660955,85.70956513370014,87.04852055099039,89.22938260477693,76.6839378238342,27.586206896551722,67.5442578302315,92.91338582677166,88.74172185430463,100.0,92.29686950404502,74.14992670892087,72.71214642262896,nan,nan,nan,80.23350433398195,64.66438477659597
BDMAP_O0000029,99.46118347994367,99.05929969519012,99.66949302167352,88.68189906138842,74.03224440240562,88.60902642130154,72.03227861541728,29.19334186939821,55.2269049666895,87.5846235356449,100.0,98.11320754716981,62.5,80.80625752105898,59.88023952095809,nan,nan,nan,72.3562028543589,13.179087523382707
BDMAP_O0000003,95.41492771317664,98.21758524795162,94.83745529377863,44.817464082248016,97.90692039587721,95.57522123893806,76.78655939422622,45.47872340425532,25.644171779141107,81.72176393971345,99.37106918238993,95.06557126090728,55.995934959349604,49.735990461590866,56.21989232077075,nan,nan,52.63157894736842,60.968980446616214,48.00468233923804
BDMAP_O0000016,94.48951662110947,97.5057720742237,98.61775422330955,53.44868580772456,99.74811083123424,88.0,42.69662921348314,86.13277133825079,72.91106845809341,72.96016845060537,85.0574712643678,97.60599942313239,36.009353078721745,72.47020803878004,61.43203043929436,nan,nan,24.489795918367342,56.282731646812486,13.723067387314863
BDMAP_O0000023,88.30681368649525,48.397227458878845,26.90177900952443,19.407307005113672,73.45572137879721,nan,74.375,35.4942075425191,15.07537688442211,69.34671639482323,71.82044887780549,89.6456951663978,25.806451612903224,nan,41.131105398457585,nan,nan,1.4705882352941175,21.106816478053727,12.838174235653058
BDMAP_O0000018,99.14040114613181,54.45555932053567,98.071572910589,67.31166505990909,100.0,94.54545454545455,44.783715012722645,9.523809523809524,31.813819577735124,74.38628432711273,90.76517150395777,98.4126984126984,23.076923076923077,69.164265129683,29.411764705882355,nan,nan,0.0,3.6251611978793523,12.792681578398563
BDMAP_O0000012,97.2194012458523,71.01546155177084,98.95963379109448,90.77665413068353,99.56521739130434,nan,32.098765432098766,49.567198177676545,12.320328542094455,75.98963294419954,99.38144329896906,82.99319727891155,35.869565217391305,28.368794326241137,nan,nan,nan,nan,13.983904451341086,1.0999033990070315
BDMAP_O0000096,99.00049269728342,97.81550773223748,99.31234706737922,65.7027535075904,99.08256880733944,99.71181556195965,89.98404538202448,82.59895444361464,75.46670373974696,72.91831549131504,86.76470588235293,100.0,81.16311694936871,89.26335389270336,40.0,nan,nan,55.84415584415584,78.9706478000128,8.071355461324755
BDMAP_O0000046,93.19825649844837,88.81777340144008,96.5082118080136,63.30538647065579,99.55555555555556,nan,58.06451612903226,52.726183343319356,23.965267727930534,32.89426842292631,82.08955223880596,99.01960784313727,55.000000000000014,nan,11.111111111111112,nan,nan,nan,56.13125132588534,21.019378857041346
BDMAP_O0000014,90.1778087033431,11.312351543942993,93.94139678343248,63.12707573855752,100.0,96.20253164556964,91.30434782608697,48.75,50.486593843098305,57.11420901122359,90.16141429669486,86.95652173913044,59.70149253731344,65.13409961685824,32.0,nan,nan,6.382978723404256,13.03669274490344,38.25741460196802
BDMAP_O0000038,96.95484587752352,95.9148857332405,99.06787926977128,84.152958231461,77.45042180521605,90.625,77.98165137614677,60.08225079966055,47.42095827900912,61.083471531232725,88.11524609843939,87.08449774607142,16.42105263157895,nan,nan,nan,nan,nan,60.74926718408864,40.02833472483796
BDMAP_O0000019,96.89431234260574,95.2412498619852,96.6187554667775,48.10802327275988,95.79354350349136,0.0,nan,69.84005607595743,37.934089681253376,82.39509939226653,88.06660499537465,98.98804047838087,62.294523464781534,nan,30.612244897959183,4.25284127886664,nan,nan,52.151593481058455,11.557702922410042
